;baseMean;log2FoldChange;lfcSE;stat;pvalue;padj;sig
Ctps2;577.8332047;0.03432665;0.112491872;0.305147823;0.760253569;0.999862907;Not Sig
Ctr9;918.1395667;0.057928403;0.079550637;0.72819533;0.466494024;0.999862907;Not Sig
Ctrb1;2.016101584;0.451806919;1.148971235;0.393227354;0.694151568;0.999862907;Not Sig
Ctrc;10.76817493;0.334633485;0.480048505;0.697082653;0.48575107;0.999862907;Not Sig
Ctrl;23.38867288;-0.023095475;0.437163401;-0.052830303;0.957867117;0.999862907;Not Sig
Ctsa;5760.298803;-0.00613033;0.102228525;-0.05996692;0.952181981;0.999862907;Not Sig
Ctsb;17318.75199;0.009071598;0.100644229;0.090135302;0.928179697;0.999862907;Not Sig
Ctsc;844.5998049;-0.058666471;0.177305132;-0.330878582;0.740736201;0.999862907;Not Sig
Ctsd;4910.395555;-0.123854083;0.103205693;-1.200070263;0.230112053;0.999862907;Not Sig
Ctse;47.39598604;-0.345706116;0.253695779;-1.362679813;0.172983443;0.999862907;Not Sig
Ctsf;1033.173791;-0.048770933;0.115017404;-0.4240309;0.671543279;0.999862907;Not Sig
Ctsh;3327.973462;-0.093741087;0.096069336;-0.975764909;0.329180978;0.999862907;Not Sig
Ctsk;3068.964064;-0.013738845;0.120749664;-0.113779568;0.909412536;0.999862907;Not Sig
Ctsl;5242.439477;0.009307631;0.075775499;0.12283167;0.902240395;0.999862907;Not Sig
Ctss;608.6067623;-0.211773125;0.198709375;-1.065742998;0.286539835;0.999862907;Not Sig
Ctsw;7.785072451;-0.203367059;0.632703227;-0.32142567;0.747887833;0.999862907;Not Sig
Ctsz;1271.086766;0.040142881;0.112969557;0.355342464;0.722333047;0.999862907;Not Sig
Cttn;1982.046811;0.128504578;0.130286674;0.986321733;0.323975259;0.999862907;Not Sig
Cttn.1;901.9705766;-0.043364813;0.34191419;-0.126829521;0.89907533;0.999862907;Not Sig
Cttnbp2;632.4515278;0.069130357;0.128851129;0.5365134;0.591603778;0.999862907;Not Sig
Ctu1;254.8446229;-0.166711296;0.139089547;-1.198589676;0.230687534;0.999862907;Not Sig
Ctu2;224.9736485;0.025612763;0.138644503;0.18473695;0.853435363;0.999862907;Not Sig
Cubn;31.36919597;-0.223799722;0.307045949;-0.728880229;0.46607493;0.999862907;Not Sig
Cuedc1;384.8891777;0.030913982;0.169574296;0.182303466;0.855344579;0.999862907;Not Sig
Cuedc2;323.5255212;0.095513464;0.125713995;0.759767946;0.447393306;0.999862907;Not Sig
Cul1;1338.217429;0.067368247;0.090566834;0.743851188;0.456966509;0.999862907;Not Sig
Cul2;415.6139742;-0.029745064;0.135234826;-0.219951214;0.82590915;0.999862907;Not Sig
Cul4a;1095.920516;0.013570625;0.113127517;0.119958657;0.904515898;0.999862907;Not Sig
Cul9;222.7529745;-0.12028114;0.166692781;-0.721573782;0.470556563;0.999862907;Not Sig
Cuta;673.1428043;-0.114806656;0.104709681;-1.096428289;0.27289139;0.999862907;Not Sig
Cutc;170.6185304;0.192125722;0.131055387;1.465988742;0.142651354;0.999862907;Not Sig
Cux1;397.0361326;-0.103005997;0.115562561;-0.891344018;0.372744641;0.999862907;Not Sig
Cux2;5.093427069;0.414984776;0.691274416;0.600318436;0.548294034;0.999862907;Not Sig
Cuzd1;1.793606857;-0.225303872;1.328000351;-0.169656485;0.865280298;0.999862907;Not Sig
Cwc15;1801.578895;0.056483129;0.085901243;0.65753564;0.510836563;0.999862907;Not Sig
Cwc22;305.6906115;-0.111704522;0.129077781;-0.865404725;0.386816688;0.999862907;Not Sig
Cwc25;435.8154827;0.143408343;0.099474194;1.441663786;0.149397245;0.999862907;Not Sig
Cwc27;191.3669023;0.002898837;0.15912089;0.018217829;0.985465079;0.999862907;Not Sig
Cwf19l1;722.0954042;-0.031393648;0.138556607;-0.22657633;0.8207532;0.999862907;Not Sig
Cx3cr1;96.43882214;0.346540498;0.311271577;1.113305949;0.265577052;0.999862907;Not Sig
Cxadr;12.20900864;0.73664206;0.551630883;1.335389447;0.181748917;0.999862907;Not Sig
Cxadrl1;2.152690463;0.033538851;1.510113784;0.022209486;0.982280851;0.999862907;Not Sig
Cxcl10;2.291998439;0.555457582;1.02953025;0.539525266;0.589524468;0.999862907;Not Sig
Cxcl16;844.5545218;0.065526943;0.120334051;0.544541988;0.586068563;0.999862907;Not Sig
Cxcl17;25.65893322;-0.0405117;0.312818428;-0.129505477;0.896957691;0.999862907;Not Sig
Cxcl6;81.56670967;0.086095903;0.251020747;0.342983215;0.731611088;0.999862907;Not Sig
Cxcl9;1.997342327;-0.67050207;1.294544824;-0.517944267;0.604497155;0.999862907;Not Sig
Cxcr2;1.963578173;0.502851692;1.139425529;0.441320367;0.658981084;0.999862907;Not Sig
Cxcr3;3.654517567;-0.470267366;0.832778475;-0.564696831;0.57227999;0.999862907;Not Sig
Cxcr6;1.713591216;-1.202189837;1.652744357;-0.727390072;0.466987035;0.999862907;Not Sig
Cxxc4;38.01903486;0.065424821;0.28412903;0.230264471;0.817886267;0.999862907;Not Sig
Cxxc5;727.0387908;0.054045031;0.094196809;0.573745874;0.566139781;0.999862907;Not Sig
Cyb561;839.7396817;-0.022725467;0.114584855;-0.198328714;0.842787888;0.999862907;Not Sig
Cyb561a3;341.3262812;0.121260089;0.152998874;0.792555433;0.428036883;0.999862907;Not Sig
Cyb561d1;77.61523005;0.072814703;0.200614819;0.362957749;0.716636446;0.999862907;Not Sig
Cyb561d2;225.1165198;-0.163554121;0.12545757;-1.303660843;0.192349246;0.999862907;Not Sig
Cyb5b;835.0638091;0.038941947;0.087075242;0.447221805;0.654714919;0.999862907;Not Sig
Cyb5d1;16.46362322;-0.525235944;0.384697131;-1.365323267;0.172151469;0.999862907;Not Sig
Cyb5d2;29.07895156;-0.345510235;0.391419226;-0.882711456;0.377392191;0.999862907;Not Sig
Cyb5r1;913.0420198;0.037178605;0.13827519;0.268874013;0.788026636;0.999862907;Not Sig
Cyb5r2;111.3647264;-0.007864465;0.310557129;-0.025323729;0.979796747;0.999862907;Not Sig
Cyb5r3;4817.939778;-0.059525692;0.128901681;-0.461791434;0.644230894;0.999862907;Not Sig
Cyb5r4;440.2359189;0.069920385;0.10764645;0.649537306;0.515991141;0.999862907;Not Sig
Cyb5rl;7.46196967;-0.582918707;0.551433864;-1.057096317;0.290467632;0.999862907;Not Sig
Cyba;1051.315668;-0.015178414;0.126586078;-0.119905874;0.904557712;0.999862907;Not Sig
Cybc1;678.1460497;-0.077808639;0.111980777;-0.694839253;0.487156045;0.999862907;Not Sig
Cybrd1;256.341517;0.128517587;0.126912298;1.012648809;0.311227937;0.999862907;Not Sig
Cyc1;2113.556387;0.1402744;0.175305513;0.800171071;0.423611689;0.999862907;Not Sig
Cyct;1.956488911;0.071166696;1.080461342;0.065866952;0.947483752;0.999862907;Not Sig
Cyfip1;1610.354055;0.098166524;0.098620918;0.995392518;0.319545396;0.999862907;Not Sig
Cyfip2;59.57532654;-0.045235231;0.385846158;-0.117236444;0.906672688;0.999862907;Not Sig
Cygb;171.2032719;0.358002572;0.303402441;1.179959435;0.238016349;0.999862907;Not Sig
Cyhr1;1049.127915;-0.027298828;0.10084846;-0.270691576;0.786628257;0.999862907;Not Sig
Cyld;88.86192488;0.179883727;0.167486176;1.074021337;0.282813118;0.999862907;Not Sig
Cyld.ps1;54.58731572;-0.283046234;0.252475176;-1.121085403;0.262251511;0.999862907;Not Sig
Cym;5.105923229;-0.493846601;0.688193363;-0.717598611;0.473004814;0.999862907;Not Sig
Cyp11b2;16.53420773;0.100976571;0.472976576;0.213491695;0.830943466;0.999862907;Not Sig
Cyp17a1;28.18635982;-0.077988861;0.554033387;-0.140765634;0.888055093;0.999862907;Not Sig
Cyp19a1;28.08779805;-0.208077692;0.419252635;-0.496306222;0.619678377;0.999862907;Not Sig
Cyp1a1;2.918094274;0.237881923;1.045335717;0.227565096;0.819984357;0.999862907;Not Sig
Cyp1b1;658.13011;0.086785935;0.127012014;0.68328918;0.49442413;0.999862907;Not Sig
Cyp20a1;467.6044731;-0.025300465;0.106801816;-0.236891714;0.812740798;0.999862907;Not Sig
Cyp21a1;9.489852362;-0.225242242;0.720871608;-0.312458196;0.754692328;0.999862907;Not Sig
Cyp26a1;127.5582027;-0.180392186;0.366112509;-0.492723361;0.622208069;0.999862907;Not Sig
Cyp26b1;261.3122864;0.005187235;0.163845649;0.031659278;0.97474377;0.999862907;Not Sig
Cyp26c1;6.353380549;-0.645645008;0.6616069;-0.975874055;0.329126881;0.999862907;Not Sig
Cyp27a1;247.700193;-0.209523118;0.15257771;-1.373222327;0.169683241;0.999862907;Not Sig
Cyp27b1;7.605247602;0.130183552;0.640784692;0.203162706;0.839007861;0.999862907;Not Sig
Cyp2c6v1;29.88317555;0.426072466;0.328567192;1.296759008;0.194714119;0.999862907;Not Sig
Cyp2d3;44.83680479;-0.229348153;0.261437106;-0.877259378;0.380345771;0.999862907;Not Sig
Cyp2d4;48.7643743;-0.069942241;0.261229779;-0.267742221;0.788897748;0.999862907;Not Sig
Cyp2d5;6.230931231;-0.483757526;0.673824116;-0.717928484;0.472801384;0.999862907;Not Sig
Cyp2e1;50.25582688;0.453013399;0.3113625;1.454938853;0.14568619;0.999862907;Not Sig
Cyp2f4;1.215930094;-1.560611518;1.458486605;-1.070021153;0.284609787;0.999862907;Not Sig
Cyp2j10;119.38216;-0.029158575;0.171066194;-0.170451999;0.864654681;0.999862907;Not Sig
Cyp2j4;82.63712127;0.15297155;0.334998123;0.456634052;0.6479341;0.999862907;Not Sig
Cyp2r1;14.48022575;-0.133200479;0.415605734;-0.320497212;0.748591444;0.999862907;Not Sig
Cyp2s1;36.05009882;0.334972988;0.277123784;1.208748607;0.226759441;0.999862907;Not Sig
Cyp2t1;681.1642523;-0.292462385;0.202551771;-1.443889547;0.148770047;0.999862907;Not Sig
Cyp2u1;205.5710284;0.238563601;0.171533375;1.390770756;0.164294954;0.999862907;Not Sig
Cyp39a1;5.350568598;-0.169967565;0.880977936;-0.192930559;0.847013352;0.999862907;Not Sig
Cyp3a62;1.33420322;-0.042557432;1.350456886;-0.031513359;0.974860139;0.999862907;Not Sig
Cyp46a1;111.5127244;-0.229746788;0.148802158;-1.543974843;0.122594427;0.999862907;Not Sig
Cyp4a1;2.904741539;-0.307150855;1.042939191;-0.294505046;0.768372008;0.999862907;Not Sig
Cyp4a8;10.36898021;0.158448738;0.524832308;0.301903552;0.762725588;0.999862907;Not Sig
Cyp4b1;263.9167802;-0.104085299;0.120990262;-0.860278317;0.389635643;0.999862907;Not Sig
Cyp4f1;15.36001343;0.387325807;0.504779226;0.767317248;0.442892916;0.999862907;Not Sig
Cyp4f17;443.921862;-0.104684735;0.147055899;-0.711870353;0.476545062;0.999862907;Not Sig
Cyp4f39;10.074745;0.401982645;0.522851583;0.768827442;0.441995755;0.999862907;Not Sig
Cyp4f5;301.4410933;-0.025846462;0.267977473;-0.09645013;0.92316308;0.999862907;Not Sig
Cyp4f6;383.0104464;-0.174187215;0.199593239;-0.872711001;0.38282062;0.999862907;Not Sig
Cyp4v3;240.0556216;0.190359087;0.116051419;1.640299514;0.100942907;0.999862907;Not Sig
Cyp51;1448.617628;-0.13001372;0.158430951;-0.820633335;0.411855154;0.999862907;Not Sig
Cyp7b1;26.69858901;-0.125057954;0.296581025;-0.421665389;0.67326927;0.999862907;Not Sig
Cyren;122.2799399;0.001372904;0.179285772;0.007657631;0.993890155;0.999862907;Not Sig
Cys1;237.8509526;-0.041057772;0.145283652;-0.282604215;0.777480249;0.999862907;Not Sig
Cysltr1;2.359158648;0.114034834;1.048074149;0.108804166;0.913357819;0.999862907;Not Sig
Cystm1;129.3210118;-0.106052247;0.231254696;-0.458594998;0.646525029;0.999862907;Not Sig
CYTB;86212.31977;0.270479713;0.182605175;1.481226985;0.138546098;0.999862907;Not Sig
Cyth1;503.6290037;-0.133314191;0.112782072;-1.182051263;0.237185361;0.999862907;Not Sig
Cyth2;636.2528787;0.031455709;0.093025608;0.338140319;0.735257448;0.999862907;Not Sig
Cyth3;876.4139571;0.110621369;0.079181568;1.397059583;0.162395655;0.999862907;Not Sig
Cyth4;64.27960886;-0.243018062;0.235623511;-1.031382911;0.302361292;0.999862907;Not Sig
Cytip;20.06915606;0.28313;0.350831146;0.807026409;0.419651268;0.999862907;Not Sig
Czib;764.1476537;-0.035685101;0.108424962;-0.32912256;0.742063053;0.999862907;Not Sig
D2hgdh;154.3217786;-0.127498787;0.156935842;-0.812426181;0.416547128;0.999862907;Not Sig
Daam1;2619.344056;-0.033268126;0.119371844;-0.278693237;0.780480253;0.999862907;Not Sig
Daam2;37.61728318;0.165586144;0.31084681;0.532693722;0.594245613;0.999862907;Not Sig
Dab1;21.58218656;-0.199741293;0.483659847;-0.412978862;0.679622101;0.999862907;Not Sig
Dab2;1086.103804;0.092427691;0.143629393;0.643515155;0.519889884;0.999862907;Not Sig
Dab2ip;991.8821574;0.02834277;0.112820596;0.251219826;0.801644157;0.999862907;Not Sig
Dact1;112.0689069;0.245525793;0.160408582;1.530627537;0.125861472;0.999862907;Not Sig
Dact2;11.25540614;0.659750318;0.534391564;1.23458221;0.216986033;0.999862907;Not Sig
Dact3;229.6818233;0.101507671;0.218659428;0.464227277;0.64248492;0.999862907;Not Sig
Dad1;1965.124114;-0.0438235;0.0952076;-0.460294136;0.64530511;0.999862907;Not Sig
Dag1;3047.514258;-0.119647598;0.092885276;-1.28812233;0.197703383;0.999862907;Not Sig
Dagla;233.0143209;-0.063913723;0.134662741;-0.47462069;0.635057357;0.999862907;Not Sig
Daglb;449.7318377;-0.019971939;0.12108947;-0.164935387;0.868994839;0.999862907;Not Sig
Dalrd3;720.7882845;0.152509439;0.101297019;1.505566891;0.132178393;0.999862907;Not Sig
Dap;2327.608404;-0.045464913;0.137268784;-0.331210867;0.740485213;0.999862907;Not Sig
Dap3;515.9202832;-0.004222725;0.105791201;-0.039915659;0.968160367;0.999862907;Not Sig
Dapk1;1149.337578;-0.184048862;0.139927786;-1.315313183;0.188404669;0.999862907;Not Sig
Dapk3;49.38583428;-0.402602332;0.29684957;-1.356250343;0.175019529;0.999862907;Not Sig
Dapp1;72.4044406;0.005412743;0.21969673;0.024637338;0.980344237;0.999862907;Not Sig
Dars;750.8431883;-0.001461844;0.097586536;-0.014979981;0.988048151;0.999862907;Not Sig
Dars2;151.2839087;-0.058499221;0.151561223;-0.385977494;0.699513337;0.999862907;Not Sig
Daxx;537.2704948;-0.040323272;0.113006467;-0.356822695;0.721224545;0.999862907;Not Sig
Dazap1;99.87864599;0.016577334;0.196317869;0.08444129;0.93270558;0.999862907;Not Sig
Dazap2;1164.983941;0.012853896;0.102148054;0.125835934;0.899861797;0.999862907;Not Sig
Dbh;4.269621637;1.086840225;1.024818624;1.060519588;0.288908284;0.999862907;Not Sig
Dbil5;4.231201999;1.069313398;0.881465367;1.213108806;0.225088224;0.999862907;Not Sig
Dbn1;792.7007565;0.045351783;0.119858005;0.378379256;0.705148876;0.999862907;Not Sig
Dbndd1;8.31159872;-0.608833886;0.611853904;-0.995064152;0.319705064;0.999862907;Not Sig
Dbndd2;1010.277788;0.185279958;0.156644411;1.182806057;0.236886019;0.999862907;Not Sig
Dbnl;1393.738561;-0.077300482;0.082662655;-0.93513186;0.349720349;0.999862907;Not Sig
Dbr1;275.4408272;-0.113365319;0.144962088;-0.782034258;0.434194441;0.999862907;Not Sig
Dbt;203.319872;-0.095519318;0.137433996;-0.695019578;0.487043032;0.999862907;Not Sig
Dcaf1;321.8378266;-0.035543409;0.11182694;-0.31784299;0.750604039;0.999862907;Not Sig
Dcaf10;152.2551028;0.185378866;0.147352673;1.258062457;0.208369169;0.999862907;Not Sig
Dcaf11;2035.056093;0.06647226;0.078905126;0.842432714;0.399545788;0.999862907;Not Sig
Dcaf12l1;5.694691968;0.114721219;0.715433691;0.160351994;0.872603804;0.999862907;Not Sig
Dcaf13;590.2214211;0.019383435;0.090698474;0.213712917;0.830770938;0.999862907;Not Sig
Dcaf15;208.1068459;-0.169897571;0.143297264;-1.185630252;0.23576835;0.999862907;Not Sig
Dcaf17;33.90406289;-0.205532706;0.280517546;-0.732691089;0.46374686;0.999862907;Not Sig
Dcaf4;221.4733202;0.07893199;0.134012691;0.588988918;0.555868708;0.999862907;Not Sig
Dcaf5;416.4992294;0.110087333;0.1222641;0.900406025;0.367904216;0.999862907;Not Sig
Dcaf6;263.5532205;0.1650829;0.189541053;0.870961187;0.383775346;0.999862907;Not Sig
Dcaf7;839.1921715;0.037840969;0.115104748;0.328752455;0.742342802;0.999862907;Not Sig
Dcaf8;715.3542843;-0.031617742;0.092164673;-0.343057068;0.731555528;0.999862907;Not Sig
Dcakd;627.9500322;-0.021795168;0.126754419;-0.171947996;0.863478413;0.999862907;Not Sig
Dcbld1;21.99537068;0.169917052;0.345981186;0.49111645;0.623344088;0.999862907;Not Sig
Dcbld2;22.65643968;-0.03782634;0.369213137;-0.10245123;0.918398522;0.999862907;Not Sig
Dcdc2;12.06459409;-0.207592561;0.488695863;-0.424788865;0.670990596;0.999862907;Not Sig
Dchs1;1330.041934;-0.091086635;0.099170401;-0.918486096;0.358364435;0.999862907;Not Sig
Dck;20.77028809;-0.258156232;0.377968668;-0.683009609;0.494600771;0.999862907;Not Sig
Dclk1;2427.996899;-0.072916245;0.113787968;-0.640808043;0.521647407;0.999862907;Not Sig
Dclk2;177.8905306;-0.002281872;0.176947164;-0.012895784;0.989710939;0.999862907;Not Sig
Dclk3;2.836813741;0.66948864;1.220610802;0.548486577;0.583357844;0.999862907;Not Sig
Dclre1a;316.6223882;0.070363358;0.163427019;0.430549115;0.666796247;0.999862907;Not Sig
Dclre1b;235.2252933;-0.063390238;0.122860735;-0.515951965;0.605887959;0.999862907;Not Sig
Dclre1c;79.37615434;0.091788508;0.181591093;0.505468119;0.613230085;0.999862907;Not Sig
Dcm5;1.498178564;-1.383390454;1.347259904;-1.026817802;0.304506265;0.999862907;Not Sig
Dcn;50976.32098;-0.127306714;0.110931251;-1.147618125;0.251126244;0.999862907;Not Sig
Dcp1a;339.5111361;-0.081251638;0.096747746;-0.839829774;0.401003837;0.999862907;Not Sig
Dcp1b;107.9509615;-0.054213415;0.174030184;-0.311517309;0.755407386;0.999862907;Not Sig
Dcp2;10.41889415;-0.027511594;0.639483719;-0.04302157;0.965684339;0.999862907;Not Sig
Dcst1;6.208819979;-0.38416149;0.73640736;-0.521669814;0.601900245;0.999862907;Not Sig
Dcst2;72.60070122;0.084312814;0.206350906;0.408589501;0.682840937;0.999862907;Not Sig
Dctd;408.7213093;0.043515949;0.11153888;0.390141523;0.6964319;0.999862907;Not Sig
Dctn1;1495.958504;-0.006994228;0.093362139;-0.074915038;0.940282311;0.999862907;Not Sig
Dctn2;2079.600989;-0.03904972;0.064126146;-0.608951613;0.542556512;0.999862907;Not Sig
Dctn3;888.4966369;0.045376157;0.101850438;0.445517544;0.655945784;0.999862907;Not Sig
Dctn4;237.3172448;0.035424525;0.135542304;0.261354013;0.793819517;0.999862907;Not Sig
Dctn5;837.3033477;0.062897296;0.081829083;0.76864232;0.442105675;0.999862907;Not Sig
Dctn6;545.7853267;-0.024798779;0.088524091;-0.280135932;0.779373218;0.999862907;Not Sig
Dctpp1;149.0262679;-0.313904766;0.264006489;-1.189003978;0.234438102;0.999862907;Not Sig
Dcun1d1;282.5401787;0.285838463;0.187847497;1.521651698;0.128096377;0.999862907;Not Sig
Dcun1d2;141.5619846;-0.16152358;0.195982599;-0.824173068;0.409841228;0.999862907;Not Sig
Dcun1d3;44.65112424;-0.08877855;0.269819769;-0.329029078;0.742133709;0.999862907;Not Sig
Dcun1d4;288.9647085;-0.054897156;0.141813437;-0.387108281;0.698676047;0.999862907;Not Sig
Dcun1d5;522.4298325;0.100373678;0.091639017;1.095315962;0.273378237;0.999862907;Not Sig
Dcx;48.87659969;0.269297197;0.267799957;1.00559089;0.314612408;0.999862907;Not Sig
Dcxr;234.828919;-0.073720297;0.165832871;-0.444545743;0.656648065;0.999862907;Not Sig
Dda1;413.0107759;0.145243131;0.180299772;0.8055647;0.420493886;0.999862907;Not Sig
Ddah1;969.612581;-0.233970519;0.198167947;-1.180667823;0.237734709;0.999862907;Not Sig
Ddah2;1978.610523;-0.024681958;0.094164002;-0.262116702;0.793231471;0.999862907;Not Sig
Ddb1;3391.668829;-0.029252823;0.102440294;-0.285559728;0.775215352;0.999862907;Not Sig
Ddb2;102.1011324;-0.028657852;0.211785894;-0.135315206;0.892362663;0.999862907;Not Sig
Ddhd2;119.6214879;-0.131548222;0.152739386;-0.861259335;0.389095227;0.999862907;Not Sig
Ddi2;906.8309306;0.153922553;0.115832557;1.328836708;0.183901849;0.999862907;Not Sig
Ddias;28.56732774;0.008137046;0.374079492;0.021752184;0.982645637;0.999862907;Not Sig
Ddit3;455.3512127;-0.058541226;0.122428092;-0.478168242;0.632530464;0.999862907;Not Sig
Ddit4;450.9288267;-0.027957113;0.207482302;-0.134744565;0.892813837;0.999862907;Not Sig
Ddit4l2;107.749524;0.017280884;0.348095116;0.049644143;0.960405969;0.999862907;Not Sig
Ddo;1.2108173;-2.483412073;1.714045011;-1.448860477;0.14737655;0.999862907;Not Sig
Ddost;2602.73525;-0.000584734;0.089798427;-0.006511634;0.994804504;0.999862907;Not Sig
Ddr2;503.1960793;0.026247902;0.117352675;0.223666843;0.823016547;0.999862907;Not Sig
Ddrgk1;692.2065282;-0.003949793;0.095317485;-0.041438286;0.966946491;0.999862907;Not Sig
Ddt;544.6028786;-0.06476092;0.139081937;-0.46563142;0.641479349;0.999862907;Not Sig
Ddx1;1226.52367;0.021469939;0.08903452;0.241141739;0.809445264;0.999862907;Not Sig
Ddx10;288.1535542;0.019388311;0.128049308;0.151412854;0.87965005;0.999862907;Not Sig
Ddx11;61.58854799;0.045778906;0.234451485;0.19525961;0.845189715;0.999862907;Not Sig
Ddx18;353.8685464;-0.14049035;0.101444416;-1.384899783;0.166083113;0.999862907;Not Sig
Ddx19a;862.2433206;0.009922291;0.112176803;0.088452255;0.929517231;0.999862907;Not Sig
Ddx20;298.0024956;0.019483141;0.118161517;0.16488567;0.869033972;0.999862907;Not Sig
Ddx21;719.4908081;0.051592882;0.115762468;0.445678838;0.655829253;0.999862907;Not Sig
Ddx23;1461.359651;-0.047499189;0.071636406;-0.663059353;0.507292542;0.999862907;Not Sig
Ddx24;1092.018268;0.101496308;0.094949284;1.068952851;0.285090915;0.999862907;Not Sig
